Text,Emotion
"['im', 'read', 'onlin', 'world', 'blog', 'start', 'feel', 'pretti', 'dumb']",0
"['go', 'gym', 'mani', 'time', 'thi', 'last', 'spring', 'kind', 'got', 'use', 'feel', 'neurot', 'neurot', 'feel', 'kind', 'went', 'away']",4
"['cant', 'realli', 'explain', 'feel', 'get', 'insid', 'someon', 'mad']",3
"['dont', 'think', 'happen', 'lot', 'feel', 'insan', 'cranki', 'couldnt', 'get', 'ear', 'immedi']",3
"['live', 'philadelphia', 'pa', 'pretti', 'sure', 'said', 'drove', 'home', 'wa', 'feel', 'sympathet', 'wa', 'go', 'ticket', 'would', 'right']",2
"['cant', 'bother', 'come', 'pleasant', 'pass', 'time', 'follow', 'cascad', 'posit', 'feel', 'unless', 'sexuali', 'troubl']",0
"['im', 'begin', 'feel', 'listless', 'bit', 'lone']",0
"['hate', 'fall', 'asleep', 'nap', 'dure', 'day', 'wake', 'feel', 'groggi']",0
"['would', 'constantli', 'feel', 'agit']",4
"['feel', 'total', 'comfort', 'without', 'wealthi', 'like', 'feel', 'work', 'hardli', 'long', 'time', 'everi', 'singl', 'wish', 'mind', 'want', 'becom', 'true']",1
"['feel', 'afraid', 'learn', 'allow', 'afraid']",4
"['like', 'chain', 'letter', 'anyth', 'say', 'must', 'mani', 'thing', 'feel', 'must', 'give', 'freeli', 'oblig', 'must', 'anyth', 'except', 'sincer', 'wish', 'happi']",1
"['actual', 'found', 'resent', 'song', 'make', 'feel', 'weird', 'becaus', 'use', 'play', 'guitar', 'sing', 'church', 'like', 'time', 'music', 'wa', 'huge', 'part', 'life', 'colleg', 'high', 'school']",5
"['feel', 'someth', 'special', 'hi', 'simplic', 'someth', 'yet', 'abl', 'put', 'finger']",1
"['visit', 'everi', 'school', 'later', 'go', 'tuition', 'time', 'even', 'studi', 'exam', 'next', 'week', 'feel', 'go', 'fail', 'lot', 'subject', 'blame', 'either', 'concentr', 'dure', 'class', 'studi']",0
"['ive', 'made', 'week', 'feel', 'beaten']",0
"['feel', 'much', 'sad', 'realis', 'gone', 'life', 'like', 'thi', 'celebr', 'longer', 'harden', 'hide', 'scare']",4
"['feel', 'begin', 'compar', 'ugli', 'pain', 'thing']",0
"['probabl', 'miss', 'much', 'jongwoon', 'teas', 'ryeowook', 'hear', 'say', 'know', 'truth', 'feel', 'hi', 'kiss', 'gentl', 'touch', 'hi', 'spine', 'warm', 'breath', 'ghost', 'hi', 'ear']",2
"['wa', 'left', 'feel', 'embarrass', 'stupid', 'wa', 'mission', 'fuel', 'coffe', 'thi', 'excus']",0
"['fall', 'uncl', 'hit', 'cant', 'imagin', 'must', 'feel', 'like', 'go', 'mph', 'cool', 'possibl', 'pain']",1
"['im', 'feel', 'today', 'youd', 'think', 'men', 'beaten']",0
"['reason', 'wonder', 'confus', 'feel', 'anger', 'say', 'selfish', 'say', 'cold']",3
"['feel', 'bit', 'stupid', 'write', 'true']",0
"['feel', 'assur', 'success', 'ever']",1
"['wa', 'still', 'feelin', 'kind', 'irrit', 'funki', 'day', 'befor', 'goe']",3
"['retort', 'feel', 'face', 'grow', 'hot']",2
"['feel', 'like', 'veri', 'success', 'year', 'old']",1
"['feel', 'welcom', 'confid', 'belong']",1
"['feel', 'get', 'bed', 'dull', 'throb', 'hopeless', 'give', 'way', 'let', 'forth', 'renew', 'sens', 'hope', 'reflect', 'back', 'accomplish', 'dig', 'inner', 'strength', 'work', 'veri', 'hard', 'reestablish']",0
"['feel', 'crappi', 'long', 'time', 'someth', 'happen']",0
"['feel', 'less', 'respect', 'less']",1
"['know', 'seem', 'import', 'feel', 'unwelcom']",0
"['feel', 'resent', 'toward', 'blogger', 'write', 'even', 'qualifi', 'feel', 'offenc', 'sinc', 'delhi', 'girl', 'obvious', 'punjabi']",3
"['write', 'word', 'feel', 'sweet', 'babi', 'kick', 'within', 'memori', 'refresh', 'would', 'anyth', 'thi', 'boy']",1
"['feel', 'burden', 'someth', 'hold', 'still', 'weigh']",0
"['feel', 'awkward', 'becaus', 'high', 'four', 'step']",0
"['wait', 'get', 'feel', 'stress', 'absolut', 'hate', 'studi']",0
"['wa', 'feel', 'bit', 'rebelli', 'today']",3
"['feel', 'support', 'becaus', 'pretti', 'good', 'sang', 'us', 'meet']",2
"['feel', 'petti', 'think', 'like', 'feel', 'stupid', 'let', 'thing', 'get', 'easili']",3
"['buy', 'book', 'peopl', 'feel', 'equal', 'fuck', 'book', 'zen', 'approach', 'shitti', 'situat']",3
"['feel', 'like', 'shame', 'bodi', 'felt', 'pressur', 'social', 'accept', 'bodi', 'size']",0
"['feel', 'appreci', 'right', 'much', 'freedom', 'exercis', 'freedom', 'everi', 'day', 'voic']",1
"['im', 'think', 'way', 'thing', 'dun', 'understand', 'hi', 'feel', 'consider', 'alway', 'assum', 'im', 'right', 'think', 'unreason', 'demand', 'sometim', 'posses']",2
"['know', 'take', 'lot', 'present', 'moment', 'awar', 'part', 'challeng', 'accept', 'thing', 'set', 'feel', 'want', 'discont']",0
"['feel', 'hallmark', 'wa', 'sincer', 'apolog', 'go', 'let', 'go']",1
"['awar', 'concern', 'everyon', 'give', 'attent', 'onli', 'marriag', 'death', 'also', 'equal', 'serious', 'elderli', 'woman', 'feel', 'helpless', 'becaus', 'doe', 'know', 'oven', 'buy']",4
"['phone', 'greatbritain', 'tell', 'could', 'go']",1
"['class', 'feel', 'super', 'strong', 'capabl']",1
"['feel', 'passion', 'excit', 'new', 'busi', 'deer', 'daisi']",2
"['feel', 'bit', 'gloomi', 'gener', 'entir', 'sure', 'whi']",0
"['wa', 'flatter', 'like', 'feel', 'like', 'possibl', 'love']",2
"['feel', 'comfort', 'feel', 'like', 'im', 'alon', 'sure', 'doesnt', 'express', 'hi', 'love', 'much', 'hi', 'tini', 'action', 'make']",1
"['left', 'brand', 'hatch', 'feel', 'optimist', 'futur', 'said', 'holland']",1
"['feel', 'veri', 'angri', 'onc', 'simpl', 'msg', 'made', 'blur', 'realli', 'blur']",3
"['plate', 'without', 'stress', 'feel', 'complet', 'overwhelm']",5
"['wa', 'hope', 'could', 'rock', 'bikini', 'belli', 'thi', 'summer', 'im', 'feel', 'veri', 'cute', 'thi', 'stage']",1
"['im', 'around', 'husband', 'home', 'alon', 'think', 'feel', 'hopeless']",0
"['work', 'one', 'thing', 'feel', 'unsur', 'complet']",4
"['feel', 'cant', 'stop', 'ach']",0
"['realli', 'feel', 'like', 'everyth', 'worthless']",0
"['wa', 'nervou', 'rememb', 'heart', 'beat', 'loudli', 'feel', 'insecur', 'watch', 'stage']",4
"['bet', 'taylor', 'swift', 'bask', 'knowledg', 'boy', 'write', 'song', 'probabl', 'feel', 'tortur']",4
"['choos', 'someon', 'feel', 'oblig', 'truth', 'complet', 'faith', 'person', 'utmost', 'loyalti']",1
"['ill', 'admit', 'wa', 'awesom', 'feel', 'mani', 'time', 'didnt', 'know', 'say', 'froze', 'went', 'mind', 'blank', 'observ']",0
"['step', 'back', 'game', 'day', 'day', 'even', 'odd', 'success', 'seem', 'favor', 'love', 'feel', 'noth', 'ugli', 'insid', 'remind', 'realli', 'noth', 'could', 'prettier']",0
"['run', 'alway', 'run', 'control', 'pretti', 'well', 'dinner', 'even', 'feel', 'guilti']",0
"['mean', 'rude', 'feel', 'want', 'troubl', 'thought', 'right']",0
"['want', 'learn', 'someth', 'new', 'feel', 'dull']",0
"['think', 'mani', 'year', 'spent', 'feel', 'furiou', 'dramat', 'perspect', 'world', 'extrem', 'sensit', 'natur']",3
"['feel', 'weird', 'make', 'exact', 'replica', 'someon', 'els', 'work']",4
"['woke', 'earli', 'felt', 'strang', 'alert', 'good', 'contrast', 'usual', 'morn', 'feel', 'groggi', 'cranki', 'sore']",0
"['feel', 'bash', 'discuss', 'closet', 'gamer', 'yet', 'million', 'peopl', 'around', 'world', 'thing']",4
"['feel', 'needi']",0
"['gut', 'feel', 'fabul', 'one', 'take', 'note', 'love', 'mom', 'journal', 'entri', 'septemb', 'th']",1
"['feel', 'satisfi', 'calm', 'record', 'dream', 'present', 'like', 'higher', 'messag', 'wa', 'intend']",1
"['ive', 'hold', 'onto', 'make', 'feel', 'rotten']",0
"['felt', 'like', 'spock', 'amongst', 'world', 'human', 'wa', 'difficult', 'reciproc', 'feel', 'someon', 'becaus', 'wa', 'terrifi', 'hurt', 'refus', 'let', 'peopl', 'world']",4
"['began', 'day', 'feel', 'intimid', 'courthous', 'design', 'intimid', 'end', 'day', 'cheer', 'chat', 'judg', 'hi', 'chamber']",4
"['feel', 'like', 'watch', 'delici', 'trash', 'alway', 'want', 'includ', 'partner', 'ritual']",1
"['wa', 'awhil', 'start', 'feel', 'irrit', 'annoy', 'time', 'one', 'kid', 'fill', 'pant']",3
"['feel', 'kind', 'petti', 'blog', 'thi']",3
['sweden'],4
"['feel', 'thi', 'veri', 'truth', 'parabl', 'becaus', 'evid', 'aspect', 'life']",1
"['feel', 'phrase', 'sentenc', 'themselv', 'wonder', 'stori']",1
"['feel', 'idiot', 'wierd', 'thi', 'class']",0
"['turn', 'night', 'feel', 'mellow', 'could', 'expect', 'given', 'circumst']",1
"['got', 'feel', 'wa', 'onli', 'halfway', 'convinc']",1
"['feel', 'almost', 'resign', 'loss', 'hope', 'dream', 'onc']",0
"['feel', 'reject', 'men', 'like', 'gave', 'ask', 'whi', 'ran', 'away']",0
"['feel', 'like', 'give', 'speech', 'receiv', 'award', 'someth', 'would', 'like', 'publicli', 'thank', 'mark', 'support']",2
"['feel', 'aw', 'know', 'get', 'child', 'write', 'letter', 'draw', 'certain', 'thing', 'make', 'word', 'paper', 'letter', 'back', 'onto', 'card', 'lamin', 'cut', 'without', 'total', 'lose', 'shit']",0
"['die', 'wont', 'man', 'make', 'feel', 'life', 'worthwhil']",1
"['wa', 'think', 'might', 'readi', 'wa', 'feel', 'unsur', 'assess']",4
"['hold', 'anger', 'hold', 'back', 'still', 'choos', 'clearer', 'mind', 'feel', 'without', 'execut', 'someon', 'someth', 'petti']",3
"['wa', 'feel', 'apprehens', 'journey', 'becaus', 'would', 'use', 'public', 'transport', 'whole', 'way']",4
"['understand', 'may', 'feel', 'veri', 'rude', 'keep', 'destroy', 'hous', 'face']",3
"['havent', 'let', 'truley', 'sink', 'depress', 'state', 'mind', 'feel', 'like', 'everyon', 'trust', 'one', 'basic', 'want', 'die', 'sinc', 'freshman', 'year']",1
"['im', 'start', 'feel', 'overwhelm', 'come', 'research', 'thi', 'book']",4
"['woke', 'feel', 'thi', 'ach', 'heart']",0
"['watch', 'violent', 'movi']",3
"['want', 'feel', 'ugli']",0
"['feel', 'low', 'low', 'low', 'feel', 'like', 'dont', 'fail', 'becaus', 'cant', 'fail', 'becaus', 'fault', 'whether', 'actual', 'im', 'abl', 'sigh', 'major', 'fail', 'fail', 'fail']",0
"['feel', 'bounci', 'weird', 'strang', 'love']",1
"['feel', 'weepi', 'like', 'ani', 'moment', 'could', 'burst', 'tear']",0
"['start', 'feel', 'cranki', 'tire', 'resuppli', 'vitamin']",3
"['feel', 'like', 'need', 'content', 'guess', 'work', 'along', 'littl', 'pipsqueak']",1
"['feel', 'extrem', 'lucki', 'bless', 'work', 'outstand', 'young', 'ladi']",1
"['feel', 'kind', 'dumb']",0
"['talk', 'grow', 'number', 'friend', 'past', 'month', 'tell', 'stori', 'feel', 'emot', 'beaten', 'life']",0
"['cant', 'help', 'feel', 'helpless']",0
"['feel', 'insecur', 'si']",4
"['wa', 'feel', 'play']",1
"['usual', 'solut', 'kind', 'situat', 'right', 'feel', 'unhappi', 'run']",0
"['would', 'brag', 'amount', 'b', 'feel', 'veri', 'triumphant', 'becaus', 'struggl', 'algebra', 'befor', 'would', 'thrill', 'get', 'b']",1
"['start', 'open', 'start', 'feel', 'like', 'stephani', 'embarrass', 'life', 'setback', 'tackl', 'difficult', 'situat', 'humor', 'honesti']",0
"['babi', 'feel', 'crappi', 'husband', 'seem', 'want', 'sex', 'often']",0
"['thi', 'sort', 'feel', 'like', 'emot', 'undercurr', 'im', 'wake', 'sort', 'spiritu', 'inner', 'heart', 'kind', 'way']",0
"['alway', 'feel', 'thi', 'sad', 'ach', 'heart', 'look']",0
"['feel', 'like', 'less', 'faith', 'less', 'worthi', 'less', 'love', 'less', 'abl']",2
"['learn', 'lot', 'thi', 'littl', 'project', 'ever', 'feel', 'intimid', 'diy', 'project', 'go']",4
"['month', 'later', 'feel', 'hurt', 'novemb', 'th', 'got', 'hi', 'email']",0
"['feel', 'like', 'admit', 'mani', 'time', 'week', 'make', 'pasta', 'dinner', 'never', 'make', 'bed', 'school', 'less', 'impress', 'someth']",5
"['feel', 'bernd', 'would', 'odd', 'thi', 'week', 'around', 'gener', 'sportsbook']",2
"['dont', 'know', 'feel', 'fear']",4
"['hope', 'pagetitl', 'khatsii', 'feel', 'fear']",4
"['feel', 'oblig', 'make', 'sure', 'understand', 'exactli', 'believ', 'come']",1
"['feel', 'could', 'speak', 'volum', 'ignor']",0
"['know', 'sound', 'tad', 'silli', 'love', 'feel', 'captur', 'moment', 'im', 'glad', 'peopl', 'like']",1
"['realli', 'enjoy', 'feel', 'wa', 'alon']",0
"['feel', 'wa', 'furiou', 'ra', 'mug', 'wa', 'polit']",3
"['feel', 'keen', 'come', 'china', 'experi', 'life', 'new', 'countri']",1
"['longev', 'experi', 'field', 'get', 'feel', 'curiou', 'specul', 'might']",5
"['know', 'whi', 'feel', 'bash', 'defend']",4
"['veri', 'tire', 'feel', 'overwhelm', 'everyday', 'respons', 'bring', 'point', 'thi', 'post']",4
"['im', 'feel', 'bit', 'listless', 'weekend', 'hell', 'good', 'point', 'also', 'im', 'glad', 'time', 'wind']",0
"['see', 'make', 'feel', 'gorgeou']",1
"['feel', 'hate', 'despis', 'yet', 'make', 'happi', 'even', 'wa', 'sad', 'matter', 'minut']",0
"['im', 'complet', 'fine', 'bowler', 'provid', 'reader', 'might', 'go', 'similar', 'ident', 'crisi', 'messag', 'alon', 'urg', 'long', 'normal', 'shouldnt', 'made', 'feel', 'asham']",0
"['also', 'love', 'see', 'star', 'emerg', 'feel', 'like', 'year', 'everyon', 'gon', 'na', 'know', 'one', 'peopl', 'say', 'obnoxi', 'thing', 'like', 'bah']",3
"['im', 'still', 'feel', 'pretti', 'gloomi', 'truth', 'told']",0
"['feel', 'like', 'im', 'frickin', 'uptight', 'let', 'loos', 'enough', 'love', 'anyon', 'els', 'importantli']",4
"['angri', 'employ', 'invest', 'us', 'train', 'pay', 'increas', 'bank', 'holiday', 'feel', 'like', 'injustic', 'feel', 'helpless']",4
"['feel', 'posit', 'emot', 'ani', 'sort']",1
"['feel', 'strong', 'enough', 'take', 'thi', 'pain', 'think', 'wrong']",1
"['feel', 'suffer', 'turmoil', 'also', 'feel']",0
"['start', 'feel', 'annoy', 'whole', 'thing', 'end', 'order', 'pizza']",3
"['feel', 'respect', 'trust', 'give', 'know', 'im', 'good', 'kisser', 'nijifagili']",1
"['feel', 'bit', 'hesit', 'whole', 'thing', 'given', 'past', 'two', 'experi', 'fact', 'go', 'start', 'new', 'novel', 'work', 'current', 'wip', 'becaus', 'feel', 'like', 'would', 'cheat', 'count', 'word', 'current', 'wip', 'even', 'though', 'onli', 'word']",4
"['feel', 'allow', 'distract', 'life', 'caught', 'someon', 'els', 'even', 'though', 'theyr', 'real', 'peopl']",3
"['feel', 'awkward', 'whenev', 'someth', 'wa', 'accept', 'befor', 'longer']",1
"['know', 'mani', 'young', 'women', 'sometim', 'feel', 'like', 'career', 'much', 'import', 'famili', 'would', 'like', 'share', 'fact', 'biolog', 'clock', 'certain', 'time', 'may', 'wish', 'children', 'yet', 'man', 'still', 'children']",1
"['feel', 'often', 'entertain', 'peopl', 'say', 'came', 'mind', 'moment', 'instead', 'make', 'stori', 'ad', 'extra', 'especi', 'becaus']",1
"['feel', 'weird', 'whi', 'seldom', 'peopl', 'eat']",4
"['bring', 'thi', 'becaus', 'feel', 'veri', 'satisfi', 'song', 'select']",1
"['somehow', 'feel', 'artist', 'le', 'carri', 'look', 'stroll']",1
"['feel', 'realli', 'lucki', 'everyth', 'thi', 'year', 'job', 'roof', 'head', 'heat', 'abil', 'give', 'kid', 'fun', 'christma', 'littl', 'left', 'want', 'pass', 'forward', 'say', 'goe', 'grace', 'god', 'go']",1
"['still', 'feel', 'insecur']",4
"['didnt', 'let', 'swim', 'leav', 'feel', 'defeat']",0
"['howev', 'feel', 'ani', 'way', 'hostil', 'anyon', 'capabl', 'violenc']",3
"['got', 'haircut', 'today', 'ye', 'feel', 'handsom']",1
"['stand', 'feel', 'threaten', 'look', 'hi', 'shoulder']",4
"['feel', 'bad', 'search', 'rule']",0
"['feel', 'like', 'peopl', 'aggrav', 'whi']",3
"['feel', 'ought', 'valu', 'far', 'greater', 'extent', 'current']",1
"['im', 'say', 'cant', 'accept', 'way', 'treat', 'differ', 'feel', 'accept', 'love']",1
"['scan', 'ground', 'method', 'feel', 'hopeless']",0
"['admit', 'feel', 'littl', 'foolish', 'first', 'arriv']",0
"['know', 'alon', 'thi', 'feel', 'support', 'commun', 'antidot']",2
"['love', 'work', 'abl', 'set', 'hour', 'write', 'someth', 'feel', 'passion']",1
"['feel', 'irrit', 'useless', 'hopeless']",3
"['feel', 'especi', 'strongli', 'thi', 'sinc', 'hate', 'teeth', 'forev', 'wa', 'one', 'unlucki', 'one', 'got', 'bad', 'genet', 'even', 'worst', 'orthodontist', 'pediatr', 'dentist']",3
"['glimps', 'visitor', 'could', 'feel', 'wa', 'disturb', 'somehow', 'whether', 'mad', 'confus', 'someth', 'similar']",0
"['knew', 'euphoria', 'wa', 'feel', 'aftereffect', 'ecstat', 'act']",1
"['play', 'great', 'set', 'feel', 'realli', 'hesit', 'ask']",4
"['wa', 'feel', 'quit', 'pleas', 'fact', 'one', 'coupon', 'use', 'groceri']",1
"['serious', 'feel', 'talent']",1
"['feel', 'happi', 'stress', 'time', 'becaus', 'cant', 'come', 'photo', 'photographi', 'tomorrow']",1
"['dont', 'know', 'feel', 'moment', 'charm', 'naiv', 'style', 'draw', 'look', 'like', 'cant', 'draw']",1
"['wa', 'left', 'feel', 'uncertain', 'exactli', 'puls', 'offer', 'seri']",4
"['feel', 'end', 'run', 'becaus', 'broke', 'person', 'record', 'enjoy', 'fog', 'rise', 'boardwalk', 'dure', 'sunris', 'sens', 'accomplish', 'know', 'beat', 'mind']",0
"['walk', 'car', 'feel', 'triumphant', 'secret']",1
"['upload', 'music', 'like', 'feel', 'like', 'song']",2
"['ive', 'found', 'truli', 'wonder', 'peopl', 'feel', 'incred', 'bless', 'met']",1
"['plan', 'volunt', 'red', 'cross', 'help', 'immigr', 'refuge', 'feel', 'welcom', 'accept', 'local', 'commun']",1
"['feel', 'sympathet', 'israelit']",2
"['feel', 'shitti', 'day', 'becaus', 'work']",0
"['feel', 'night', 'time', 'someth', 'utterli', 'charm']",1
"['wa', 'start', 'feel', 'nervou', 'thi', 'lifetim', 'fandom', 'build', 'stood', 'vip', 'sticker']",4
"['feel', 'proud', 'announc', 'dr']",1
"['quit', 'job', 'financi', 'servic', 'feel', 'dishearten', 'disillus', 'took', 'complet', 'u', 'turn', 'career', 'return', 'univers', 'studi', 'someth', 'veri', 'differ', 'id', 'job']",0
"['feel', 'faith', 'project']",1
"['feel', 'impati', 'come', 'certain', 'issu']",3
"['still', 'feel', 'empti', 'lone']",0
"['feel', 'perpetr', 'punish', 'full', 'extent', 'law']",0
"['feel', 'carefre', 'day', 'youth']",1
"['feel', 'pleas', 'thi', 'design']",1
"['feel', 'good']",1
"['make', 'friend', 'feel', 'pretti', 'comparison', 'although', 'clever']",1
"['feel', 'slightli', 'apprehens', 'tomorrow', 'crim', 'exam', 'ha', 'hefti', 'weight', 'point', 'sweat', 'bucket', 'reach', 'razor', 'blade']",4
"['usual', 'feel', 'regret', 'guilti', 'quarrel', 'usual', 'turn', 'talk', 'quarrel', 'yell', 'loudli', 'throw', 'thing', 'besid', 'mama']",0
"['feel', 'ugli', 'stop', 'lazi', 'dont', 'embarrass', 'friend', 'wear', 'white', 'could', 'short', 'hair', 'without', 'feel', 'fat', 'realli', 'want', 'short', 'hair', 'still', 'abl', 'kiss', 'someon', 'without', 'feel', 'like', 'pull', 'away']",0
"['believ', 'decid', 'catch', 'bu', 'burgo', 'feel', 'like', 'smart', 'compromis', 'feet', 'bodi']",1
"['feel', 'resent', 'tri', 'control', 'also', 'want', 'anyth', 'rash']",3
"['feel', 'depress']",0
"['wa', 'feel', 'veri', 'energet', 'yesterday', 'decid', 'start', 'href', 'http', 'www']",1
"['appli', 'walk', 'veri', 'fast', 'around', 'room', 'becaus', 'rush', 'air', 'essenc', 'lip', 'feel', 'veri', 'cool']",1
"['fear', 'would', 'happen', 'amp', 'last', 'week', 'ep', 'play', 'pictur', 'way', 'make', 'everi', 'scene', 'anni', 'auggi', 'make', 'feel', 'miser']",0
"['dunno', 'feel', 'came', 'im', 'terribl', 'keen', 'feel']",1
"['feel', 'terribl', 'neglect', 'blog']",0
"['feel', 'slightli', 'unimport']",0
"['advoc', 'war', 'feel', 'reassur', 'live', 'close', 'militari', 'base', 'peopl', 'train', 'assist', 'natur', 'disast']",1
"['feel', 'respect', 'love', 'school', 'within', 'commun']",1
"['ever', 'feel', 'anymor', 'one', 'us', 'get', 'angri']",3
"['feel', 'intellig', 'peopl', 'one', 'pay', 'attent', 'world', 'around', 'think', 'issu', 'befor', 'pass', 'judgment', 'make', 'decis', 'stand']",1
"['feel', 'doubt', 'could', 'wrong']",4
"['didnt', 'respond', 'becaus', 'feel', 'day', 'cant', 'put', 'fake', 'smile', 'pretend', 'like', 'life', 'great', 'let', 'neg', 'creep']",0
"['fulli', 'understand', 'frustrat', 'mani', 'fan', 'feel', 'target', 'blank', 'href', 'http', 'twitter']",0
"['feel', 'respons', 'love', 'even']",2
"['feel', 'like', 'time', 'preciou', 'dead', 'say', 'would', 'interest', 'time', 'save', 'devic', 'alway', 'look', 'save', 'time']",1
"['hate', 'im', 'refer', 'game', 'guitar', 'hero', 'mean', 'cool', 'got', 'name', 'kinda', 'befor', 'lol', 'feel', 'bitchi', 'stay', 'fuck', 'outta', 'way']",3
"['found', 'old', 'pip', 'constantli', 'stage', 'rather', 'disrupt', 'sometim', 'react', 'along', 'young', 'pip', 'sometim', 'sometim', 'move', 'posit', 'dramat', 'scene', 'left', 'feel', 'rather', 'awkward']",0
"['feel', 'extrem', 'annoy', 'restless']",3
"['go', 'back', 'day', 'howev', 'hear', 'jesu', 'word', 'son', 'man', 'ha', 'author', 'forgiv', 'sin', 'earth', 'feel', 'electrifi', 'doubt']",4
"['feel', 'presenc', 'god', 'someth', 'fear', 'happen', 'becam', 'awar', 'unworthi', 'short', 'come', 'ye', 'sin']",4
"['feel', 'virtuou', 'eat', 'sort', 'penanc', 'becaus', 'tast', 'bad', 'becaus', 'feel', 'aliv', 'crunch']",1
"['still', 'lurgi', 'feel', 'rotten']",0
"['get', 'nasti', 'feel', 'post', 'bore', 'pant', 'everyon']",0
"['delici', 'appl', 'pie', 'needless', 'say', 'wa', 'feel', 'pretti', 'groggi']",0
"['im', 'feel', 'pathet', 'cant', 'take', 'reject', 'whi', 'wont', 'call']",0
"['ive', 'feel', 'sooo', 'inspir', 'wear', 'black', 'white', 'late', 'probabl', 'becaus', 'follow', 'cool', 'aussi', 'girl', 'amaz', 'style', 'instagram']",1
"['dont', 'realli', 'feel', 'hi', 'presenc', 'im', 'eager', 'hear', 'news']",1
"['feel', 'veri', 'frustrat', 'veri', 'sad']",3
"['hate', 'feel', 'empti', 'numb']",0
"['go', 'tell', 'someon', 'feel', 'kick', 'get', 'shi', 'stop']",4
"['wa', 'kid', 'bellingham', 'worri', 'acn', 'get', 'first', 'kiss', 'mayb', 'cop', 'feel', 'somewher', 'sweet', 'girl', 'wish', 'would', 'notic']",2
"['even', 'like', 'play', 'neg', 'feel', 'becom', 'curiou']",5
"['wake', 'real', 'life', 'husband', 'feel', 'melancholi', 'toward', 'day']",0
"['began', 'train', 'januari', 'least', 'mental', 'prepar', 'train', 'rememb', 'specif', 'feel', 'apprehens', 'run', 'spring', 'marathon']",4
"['feel', 'deepli', 'offend', 'rhetor', 'behaviour', 'apc', 'leader', 'expect', 'remain', 'silent', 'face', 'express']",3
"['decid', 'thi', 'one', 'lesson', 'wa', 'enough', 'practis', 'fair', 'say', 'wa', 'feel', 'slightli', 'apprehens', 'walk', 'nurseri', 'slope']",4
"['felt', 'like', 'couldnt', 'let', 'believ', 'feel', 'wa', 'get', 'men', 'phone', 'call', 'fake']",0
"['love', 'feel', 'treasur', 'feel', 'like', 'need', 'doesnt', 'right']",2
"['didnt', 'end', 'popular', 'guy', 'befor', 'feel', 'wa', 'reject', 'like', 'break', 'thought', 'dure', 'time', 'la']",0
"['ive', 'recent', 'one', 'experi', 'left', 'feel', 'inadequ']",0
"['im', 'feel', 'bit', 'apprehens', 'excit', 'well']",4
"['talk', 'feel', 'like', 'lot', 'get', 'resolv']",1
"['came', 'home', 'enjoy', 'minut', 'garden', 'feel', 'love', 'warm', 'sunshin', 'face']",2
"['feel', 'horribl', 'peopl', 'whose', 'babi', 'accident', 'suffoc', 'blanket', 'stuff', 'becaus', 'guilt', 'must', 'terribl', 'case', 'like', 'wa', 'avoid', 'frustrat', 'anyth']",0
"['told', 'felt', 'better', 'would', 'go', 'wa', 'still', 'feel', 'realli', 'lousi']",0
"['feel', 'like', 'forget', 'ha', 'faith', 'girlfriend', 'back', 'home', 'parti', 'weekend', 'act', 'like', 'singl']",2
"['im', 'feel', 'funni', 'becaus', 'total', 'unnecessari']",5
"['feel', 'sorri', 'eat', 'mango', 'amp', 'grate']",0
"['wa', 'feel', 'rather', 'horni', 'though', 'img', 'src', 'http']",2
"['feel', 'bless', 'honor', 'get', 'parent']",1
"['slept', 'deepli', 'still', 'feel', 'energet', 'veri', 'well', 'today']",1
"['feel', 'like', 'dont', 'like', 'support', 'walmart', 'becaus', 'macey', 'ha', 'good', 'famili', 'valu', 'close', 'sunday', 'isnt', 'tri', 'take', 'mom', 'pop', 'store', 'smart', 'consum']",2
"['wonder', 'though', 'content', 'feel', 'much', 'discont']",0
"['feel', 'regret', 'belov', 'citi']",2
"['feel', 'pretti', 'transit']",1
"['knew', 'werent', 'give', 'thank', 'becaus', 'wasnt', 'feel', 'veri', 'thank', 'either']",1
"['feel', 'like', 'support']",1
"['wa', 'feel', 'veri', 'depress', 'everyday', 'midst', 'dream', 'life']",0
"['feel', 'would', 'like', 'share', 'valu', 'reader']",1
"['feel', 'like', 'thi', 'allergen', 'free', 'cook', 'make', 'way', 'better', 'prepar', 'christma', 'becaus', 'recip', 'accommod', 'famili', 'restrict']",1
"['feel', 'bad', 'thi', 'last', 'year', 'start', 'realiz', 'matter', 'mani', 'friend', 'know', 'doesnt', 'matter', 'im', 'still', 'loner']",0
"['help', 'feel', 'life', 'seri', 'unpleas', 'accid', 'stumbl', 'tri', 'right', 'thing']",0
"['wa', 'feel', 'somewhat', 'defeat', 'complet', 'loss', 'next']",0
"['feel', 'frame', 'could', 'give', 'work', 'eleg', 'appearanc', 'ewhich', 'interest', 'movign', 'imag', 'creat', 'final', 'draw', 'assess']",1
"['feel', 'like', 'im', 'support', 'ok', 'hesit', 'includ', 'anyon', 'new', 'equat', 'least', 'romant']",2
"['im', 'sat', 'feel', 'rather', 'pleas', 'bathroom', 'bedroom', 'clean', 'tidi', 'tri', 'work', 'wear', 'uv', 'paint', 'parti', 'thi', 'even']",1
"['feel', 'like', 'care', 'peopl', 'think', 'long', 'im', 'happi', 'love', 'person', 'everyth']",2
"['think', 'known', 'tyrant', 'dedic', 'hi', 'whole', 'life', 'make', 'money', 'use', 'feel', 'superior', 'control', 'hi', 'life']",1
"['believ', 'feel', 'petrifi']",4
